,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
270,Adore You,Harry Styles,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7,207133,4
271,ILYSB,LANY,0.623,0.627,5,-6.73,1,0.0518,0.603,0.00908,0.316,0.459,100.04,audio_features,3BwR5psKNxcyqWoc80eOuq,spotify:track:3BwR5psKNxcyqWoc80eOuq,https://api.spotify.com/v1/tracks/3BwR5psKNxcyqWoc80eOuq,https://api.spotify.com/v1/audio-analysis/3BwR5psKNxcyqWoc80eOuq,211340,4
272,Surprise Yourself,Jack Garratt,0.346,0.429,8,-12.187,1,0.0832,0.262,0.000827,0.138,0.0885,158.931,audio_features,6YaC65M3ujeROidG3b09J0,spotify:track:6YaC65M3ujeROidG3b09J0,https://api.spotify.com/v1/tracks/6YaC65M3ujeROidG3b09J0,https://api.spotify.com/v1/audio-analysis/6YaC65M3ujeROidG3b09J0,260867,3
273,Castle on the Hill,Ed Sheeran,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,audio_features,66qlqxhEMpSHOzjRK4il0b,spotify:track:66qlqxhEMpSHOzjRK4il0b,https://api.spotify.com/v1/tracks/66qlqxhEMpSHOzjRK4il0b,https://api.spotify.com/v1/audio-analysis/66qlqxhEMpSHOzjRK4il0b,261154,4
274,Trampoline (with ZAYN),SHAED,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,audio_features,2ez6qvOTHKeI3ss80NGqnI,spotify:track:2ez6qvOTHKeI3ss80NGqnI,https://api.spotify.com/v1/tracks/2ez6qvOTHKeI3ss80NGqnI,https://api.spotify.com/v1/audio-analysis/2ez6qvOTHKeI3ss80NGqnI,184280,4
275,One Call Away,Charlie Puth,0.665,0.62,1,-5.43,1,0.035,0.417,0.0,0.113,0.451,91.008,audio_features,2uEJanMvnA1dXgX1ASnPQm,spotify:track:2uEJanMvnA1dXgX1ASnPQm,https://api.spotify.com/v1/tracks/2uEJanMvnA1dXgX1ASnPQm,https://api.spotify.com/v1/audio-analysis/2uEJanMvnA1dXgX1ASnPQm,192075,4
276,Light On,Maggie Rogers,0.657,0.569,2,-6.287,1,0.0542,0.201,1.38e-05,0.126,0.399,102.054,audio_features,6UnCGAEmrbGIOSmGRZQ1M2,spotify:track:6UnCGAEmrbGIOSmGRZQ1M2,https://api.spotify.com/v1/tracks/6UnCGAEmrbGIOSmGRZQ1M2,https://api.spotify.com/v1/audio-analysis/6UnCGAEmrbGIOSmGRZQ1M2,233880,4
277,Royals,Lorde,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,audio_features,2dLLR6qlu5UJ5gk0dKz0h3,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/audio-analysis/2dLLR6qlu5UJ5gk0dKz0h3,190185,4
278,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,audio_features,37FXw5QGFN7uwwsLy8uAc0,spotify:track:37FXw5QGFN7uwwsLy8uAc0,https://api.spotify.com/v1/tracks/37FXw5QGFN7uwwsLy8uAc0,https://api.spotify.com/v1/audio-analysis/37FXw5QGFN7uwwsLy8uAc0,217707,4
279,Love Someone,Lukas Graham,0.55,0.415,9,-6.557,0,0.052,0.161,0.0,0.108,0.274,172.065,audio_features,2JqnpexlO9dmvjUMCaLCLJ,spotify:track:2JqnpexlO9dmvjUMCaLCLJ,https://api.spotify.com/v1/tracks/2JqnpexlO9dmvjUMCaLCLJ,https://api.spotify.com/v1/audio-analysis/2JqnpexlO9dmvjUMCaLCLJ,205463,4
280,Drops of Jupiter (Tell Me),Train,0.468,0.64,0,-5.862,1,0.0275,0.154,0.0,0.154,0.499,79.297,audio_features,2hKdd3qO7cWr2Jo0Bcs0MA,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/tracks/2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/audio-analysis/2hKdd3qO7cWr2Jo0Bcs0MA,259933,4
281,High Hopes,Panic! At The Disco,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,1rqqCSm0Qe4I9rUvWncaom,spotify:track:1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,190947,4
282,Girls Like You (feat. Cardi B),Maroon 5,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,audio_features,6V1bu6o1Yo5ZXnsCJU8Ovk,spotify:track:6V1bu6o1Yo5ZXnsCJU8Ovk,https://api.spotify.com/v1/tracks/6V1bu6o1Yo5ZXnsCJU8Ovk,https://api.spotify.com/v1/audio-analysis/6V1bu6o1Yo5ZXnsCJU8Ovk,235545,4
283,Oceans Away,A R I Z O N A,0.617,0.642,8,-8.624,1,0.0334,0.13,0.157,0.0929,0.221,105.885,audio_features,6A8dnC0xkiuWN4BshmTB2I,spotify:track:6A8dnC0xkiuWN4BshmTB2I,https://api.spotify.com/v1/tracks/6A8dnC0xkiuWN4BshmTB2I,https://api.spotify.com/v1/audio-analysis/6A8dnC0xkiuWN4BshmTB2I,194013,4
284,Stressed Out,Twenty One Pilots,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,audio_features,3CRDbSIZ4r5MsZ0YwxuEkn,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn,202333,4
285,Let Me Down Slowly,Alec Benjamin,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,audio_features,2qxmye6gAegTMjLKEBoR3d,spotify:track:2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354,4
286,Ho Hey,The Lumineers,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,audio_features,0W4Kpfp1w2xkY3PrV714B7,spotify:track:0W4Kpfp1w2xkY3PrV714B7,https://api.spotify.com/v1/tracks/0W4Kpfp1w2xkY3PrV714B7,https://api.spotify.com/v1/audio-analysis/0W4Kpfp1w2xkY3PrV714B7,163133,4
287,No One,Alicia Keys,0.644,0.548,1,-5.416,0,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,audio_features,6IwKcFdiRQZOWeYNhUiWIv,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,https://api.spotify.com/v1/tracks/6IwKcFdiRQZOWeYNhUiWIv,https://api.spotify.com/v1/audio-analysis/6IwKcFdiRQZOWeYNhUiWIv,253813,4
288,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,0.678,0.783,7,-4.672,0,0.0828,0.0331,1.51e-05,0.134,0.679,102.0,audio_features,7HzCxalzzYQOFb9a7Xs3j6,spotify:track:7HzCxalzzYQOFb9a7Xs3j6,https://api.spotify.com/v1/tracks/7HzCxalzzYQOFb9a7Xs3j6,https://api.spotify.com/v1/audio-analysis/7HzCxalzzYQOFb9a7Xs3j6,198760,4
289,I Don't Care (with Justin Bieber),Ed Sheeran,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,audio_features,0hVXuCcriWRGvwMV1r5Yn9,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,https://api.spotify.com/v1/tracks/0hVXuCcriWRGvwMV1r5Yn9,https://api.spotify.com/v1/audio-analysis/0hVXuCcriWRGvwMV1r5Yn9,219947,4
290,I Want It That Way,Backstreet Boys,0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,audio_features,47BBI51FKFwOMlIiX6m8ya,spotify:track:47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/tracks/47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/audio-analysis/47BBI51FKFwOMlIiX6m8ya,213307,4
291,Style,Taylor Swift,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,audio_features,4D7kxLhSz7siCOw7KA5rQn,spotify:track:4D7kxLhSz7siCOw7KA5rQn,https://api.spotify.com/v1/tracks/4D7kxLhSz7siCOw7KA5rQn,https://api.spotify.com/v1/audio-analysis/4D7kxLhSz7siCOw7KA5rQn,231000,4
292,When We Were Young,Adele,0.381,0.594,3,-5.97,1,0.0486,0.348,0.0,0.0925,0.273,143.86,audio_features,7A2eDNBgJrEVE87C8pOMqN,spotify:track:7A2eDNBgJrEVE87C8pOMqN,https://api.spotify.com/v1/tracks/7A2eDNBgJrEVE87C8pOMqN,https://api.spotify.com/v1/audio-analysis/7A2eDNBgJrEVE87C8pOMqN,290907,4
293,There's Nothing Holdin' Me Back,Shawn Mendes,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,audio_features,79cuOz3SPQTuFrp8WgftAu,spotify:track:79cuOz3SPQTuFrp8WgftAu,https://api.spotify.com/v1/tracks/79cuOz3SPQTuFrp8WgftAu,https://api.spotify.com/v1/audio-analysis/79cuOz3SPQTuFrp8WgftAu,199440,4
294,Malibu,Miley Cyrus,0.565,0.782,8,-6.413,1,0.0506,0.0577,4.16e-05,0.0757,0.4,140.004,audio_features,2habSXqcJGExM6JJyskY7O,spotify:track:2habSXqcJGExM6JJyskY7O,https://api.spotify.com/v1/tracks/2habSXqcJGExM6JJyskY7O,https://api.spotify.com/v1/audio-analysis/2habSXqcJGExM6JJyskY7O,231906,4
295,Lose You To Love Me,Selena Gomez,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,audio_features,4l0Mvzj72xxOpRrp6h8nHi,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/audio-analysis/4l0Mvzj72xxOpRrp6h8nHi,206459,4
296,Keep Your Head Up,Andy Grammer,0.666,0.78,7,-5.177,1,0.0404,0.044,0.0,0.128,0.795,90.004,audio_features,7MapZTlRqFfUteNcghsTwf,spotify:track:7MapZTlRqFfUteNcghsTwf,https://api.spotify.com/v1/tracks/7MapZTlRqFfUteNcghsTwf,https://api.spotify.com/v1/audio-analysis/7MapZTlRqFfUteNcghsTwf,190480,4
297,Rewrite The Stars (with James Arthur & Anne-Marie),Various Artists,0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.571,125.944,audio_features,78nplE9X2ZGvQh3TKgvldE,spotify:track:78nplE9X2ZGvQh3TKgvldE,https://api.spotify.com/v1/tracks/78nplE9X2ZGvQh3TKgvldE,https://api.spotify.com/v1/audio-analysis/78nplE9X2ZGvQh3TKgvldE,218293,4
298,Walk Me Home,P!nk,0.652,0.453,1,-6.119,1,0.0445,0.0519,0.0,0.179,0.432,88.038,audio_features,6jfEZdUJ2Yla6h7gTJgKuo,spotify:track:6jfEZdUJ2Yla6h7gTJgKuo,https://api.spotify.com/v1/tracks/6jfEZdUJ2Yla6h7gTJgKuo,https://api.spotify.com/v1/audio-analysis/6jfEZdUJ2Yla6h7gTJgKuo,177391,3
299,Invisible Things,Lauv,0.733,0.552,7,-7.404,1,0.0993,0.0833,7.59e-06,0.141,0.279,125.311,audio_features,1ShHhJlzaLuoZbJ3aP4z0m,spotify:track:1ShHhJlzaLuoZbJ3aP4z0m,https://api.spotify.com/v1/tracks/1ShHhJlzaLuoZbJ3aP4z0m,https://api.spotify.com/v1/audio-analysis/1ShHhJlzaLuoZbJ3aP4z0m,197307,5
300,Rude,MAGIC!,0.774,0.756,1,-4.995,1,0.0389,0.0423,0.0,0.305,0.931,144.032,audio_features,6RtPijgfPKROxEzTHNRiDp,spotify:track:6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/tracks/6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/audio-analysis/6RtPijgfPKROxEzTHNRiDp,224840,4
301,bad guy,Billie Eilish,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4
302,Almost (Sweet Music),Hozier,0.427,0.689,7,-5.589,1,0.135,0.021,1.69e-06,0.203,0.706,88.875,audio_features,2e9N4vHYVUwSwRorBzsZXE,spotify:track:2e9N4vHYVUwSwRorBzsZXE,https://api.spotify.com/v1/tracks/2e9N4vHYVUwSwRorBzsZXE,https://api.spotify.com/v1/audio-analysis/2e9N4vHYVUwSwRorBzsZXE,217480,4
303,If the World Was Ending - feat. Julia Michaels,JP Saxe,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,audio_features,2kJwzbxV2ppxnQoYw4GLBZ,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/audio-analysis/2kJwzbxV2ppxnQoYw4GLBZ,208687,4
304,Long Way Home,Tritonal,0.511,0.795,6,-3.901,0,0.0509,0.0461,0.0,0.138,0.415,129.855,audio_features,4RdZfdkgW1OmkajhvcOxA1,spotify:track:4RdZfdkgW1OmkajhvcOxA1,https://api.spotify.com/v1/tracks/4RdZfdkgW1OmkajhvcOxA1,https://api.spotify.com/v1/audio-analysis/4RdZfdkgW1OmkajhvcOxA1,214154,4
305,Lie (Le Youth Remix),Shallou,0.72,0.736,5,-6.568,1,0.146,0.138,0.00383,0.201,0.591,119.005,audio_features,0utSnGPZthEAuKH2kUfTcj,spotify:track:0utSnGPZthEAuKH2kUfTcj,https://api.spotify.com/v1/tracks/0utSnGPZthEAuKH2kUfTcj,https://api.spotify.com/v1/audio-analysis/0utSnGPZthEAuKH2kUfTcj,218539,4
306,Said Goodbye,Knoxa,0.68,0.775,10,-7.565,0,0.0415,0.188,0.0176,0.099,0.689,123.995,audio_features,0hk1UCickTFX2RuLJtSsTf,spotify:track:0hk1UCickTFX2RuLJtSsTf,https://api.spotify.com/v1/tracks/0hk1UCickTFX2RuLJtSsTf,https://api.spotify.com/v1/audio-analysis/0hk1UCickTFX2RuLJtSsTf,191613,4
307,Don’t Leave,Seven Lions,0.524,0.736,11,-6.488,1,0.037,0.00314,0.000765,0.303,0.324,131.979,audio_features,1QbbNXFnzqBH0NKULhkgsJ,spotify:track:1QbbNXFnzqBH0NKULhkgsJ,https://api.spotify.com/v1/tracks/1QbbNXFnzqBH0NKULhkgsJ,https://api.spotify.com/v1/audio-analysis/1QbbNXFnzqBH0NKULhkgsJ,362040,4
308,Bad At Being Alone,Codeko,0.467,0.737,4,-4.782,1,0.0305,0.0772,0.0,0.366,0.128,149.998,audio_features,3OjsIFbvVKSzChggXzMM8M,spotify:track:3OjsIFbvVKSzChggXzMM8M,https://api.spotify.com/v1/tracks/3OjsIFbvVKSzChggXzMM8M,https://api.spotify.com/v1/audio-analysis/3OjsIFbvVKSzChggXzMM8M,219400,4
309,Silhouette,Jacob Lee,0.305,0.485,11,-9.752,0,0.0603,0.489,0.0,0.136,0.329,79.574,audio_features,2uYEcvKNeFmGdCHWT7i6OU,spotify:track:2uYEcvKNeFmGdCHWT7i6OU,https://api.spotify.com/v1/tracks/2uYEcvKNeFmGdCHWT7i6OU,https://api.spotify.com/v1/audio-analysis/2uYEcvKNeFmGdCHWT7i6OU,301804,4
310,Where'd U Go,ILLENIUM,0.464,0.637,2,-4.37,1,0.0694,0.0302,3.37e-05,0.0876,0.281,186.1,audio_features,2oL0HIuo0cxIycDtJWbpuN,spotify:track:2oL0HIuo0cxIycDtJWbpuN,https://api.spotify.com/v1/tracks/2oL0HIuo0cxIycDtJWbpuN,https://api.spotify.com/v1/audio-analysis/2oL0HIuo0cxIycDtJWbpuN,184556,4
311,Just Friends,Daniel Allan,0.721,0.605,8,-6.773,1,0.271,0.237,0.0,0.402,0.5,147.949,audio_features,2XLNoz60iPXPnbh4hWWIs7,spotify:track:2XLNoz60iPXPnbh4hWWIs7,https://api.spotify.com/v1/tracks/2XLNoz60iPXPnbh4hWWIs7,https://api.spotify.com/v1/audio-analysis/2XLNoz60iPXPnbh4hWWIs7,155676,4
312,Sinn,Leo Garske,0.686,0.529,6,-9.699,1,0.0457,0.123,0.00174,0.155,0.313,100.046,audio_features,7CjtZKbNK4uuA4aV9tydqZ,spotify:track:7CjtZKbNK4uuA4aV9tydqZ,https://api.spotify.com/v1/tracks/7CjtZKbNK4uuA4aV9tydqZ,https://api.spotify.com/v1/audio-analysis/7CjtZKbNK4uuA4aV9tydqZ,201600,4
313,Over You (feat. Frida Sundemo),Kasbo,0.541,0.702,0,-6.884,1,0.0362,0.0187,0.0022,0.0788,0.079,115.01,audio_features,74R4tYIQIn0slsnvqSCJRK,spotify:track:74R4tYIQIn0slsnvqSCJRK,https://api.spotify.com/v1/tracks/74R4tYIQIn0slsnvqSCJRK,https://api.spotify.com/v1/audio-analysis/74R4tYIQIn0slsnvqSCJRK,233739,4
314,Everlong (Seth Vogt Remix),Boyce Avenue,0.593,0.817,11,-7.142,0,0.0302,0.0547,0.0266,0.234,0.198,124.957,audio_features,2CnJNz05lmjgcdJJzOZSOQ,spotify:track:2CnJNz05lmjgcdJJzOZSOQ,https://api.spotify.com/v1/tracks/2CnJNz05lmjgcdJJzOZSOQ,https://api.spotify.com/v1/audio-analysis/2CnJNz05lmjgcdJJzOZSOQ,258240,4
315,Heartache,Sondr,0.336,0.856,11,-6.295,1,0.352,0.0249,0.0,0.111,0.392,98.056,audio_features,4IDdqBDBCFng8qyQ7ja8YP,spotify:track:4IDdqBDBCFng8qyQ7ja8YP,https://api.spotify.com/v1/tracks/4IDdqBDBCFng8qyQ7ja8YP,https://api.spotify.com/v1/audio-analysis/4IDdqBDBCFng8qyQ7ja8YP,191020,4
316,My Time - Petey Remix,Julian Lamadrid,0.773,0.805,7,-7.808,1,0.0596,0.058,2.7e-05,0.664,0.452,120.014,audio_features,22x0Gf0EdkUvf5E1CdH0Fm,spotify:track:22x0Gf0EdkUvf5E1CdH0Fm,https://api.spotify.com/v1/tracks/22x0Gf0EdkUvf5E1CdH0Fm,https://api.spotify.com/v1/audio-analysis/22x0Gf0EdkUvf5E1CdH0Fm,154830,4
317,Thing Called Love - Mat Zo Remix,Above & Beyond,0.721,0.677,6,-7.436,1,0.0736,0.0284,0.76,0.091,0.727,128.015,audio_features,6ZMispBwuCuGnQcGbDplUw,spotify:track:6ZMispBwuCuGnQcGbDplUw,https://api.spotify.com/v1/tracks/6ZMispBwuCuGnQcGbDplUw,https://api.spotify.com/v1/audio-analysis/6ZMispBwuCuGnQcGbDplUw,512840,4
318,Home,Rave New World,0.386,0.66,10,-5.763,1,0.0349,0.0844,0.0,0.379,0.344,74.067,audio_features,3AvERZJm26CbR8ocBxFJUo,spotify:track:3AvERZJm26CbR8ocBxFJUo,https://api.spotify.com/v1/tracks/3AvERZJm26CbR8ocBxFJUo,https://api.spotify.com/v1/audio-analysis/3AvERZJm26CbR8ocBxFJUo,188800,4
319,Silhouettes,Shallou,0.493,0.673,6,-6.404,1,0.0313,0.235,0.000125,0.231,0.269,108.028,audio_features,2ksNrDFXAMk9Y7xKK63Ouu,spotify:track:2ksNrDFXAMk9Y7xKK63Ouu,https://api.spotify.com/v1/tracks/2ksNrDFXAMk9Y7xKK63Ouu,https://api.spotify.com/v1/audio-analysis/2ksNrDFXAMk9Y7xKK63Ouu,239347,4
320,I Miss You (feat. Julia Michaels) - Kryder Remix,Clean Bandit,0.792,0.744,10,-5.696,0,0.0666,0.00167,0.11,0.0752,0.587,124.002,audio_features,7hzXlxuimQvYSpr5XOSOFK,spotify:track:7hzXlxuimQvYSpr5XOSOFK,https://api.spotify.com/v1/tracks/7hzXlxuimQvYSpr5XOSOFK,https://api.spotify.com/v1/audio-analysis/7hzXlxuimQvYSpr5XOSOFK,310828,4
321,Hide and Seek - Don Diablo Edit,Danny Olson,0.369,0.452,6,-8.166,0,0.0464,0.397,0.0,0.0929,0.167,123.997,audio_features,7hQqneQFiXJQOvz6ppQs2y,spotify:track:7hQqneQFiXJQOvz6ppQs2y,https://api.spotify.com/v1/tracks/7hQqneQFiXJQOvz6ppQs2y,https://api.spotify.com/v1/audio-analysis/7hQqneQFiXJQOvz6ppQs2y,298064,4
322,History Of Us,Different Heaven,0.668,0.815,9,-3.998,1,0.131,0.335,1.39e-06,0.302,0.222,110.016,audio_features,5kNxGADCvh8c1Yiarvojnl,spotify:track:5kNxGADCvh8c1Yiarvojnl,https://api.spotify.com/v1/tracks/5kNxGADCvh8c1Yiarvojnl,https://api.spotify.com/v1/audio-analysis/5kNxGADCvh8c1Yiarvojnl,218182,4
323,"Read All About It, Pt. III",Stefan Biniak,0.668,0.669,6,-5.966,0,0.0685,0.309,0.00167,0.122,0.51,119.974,audio_features,2eMGnjkOcyw0g8qZ84BE6j,spotify:track:2eMGnjkOcyw0g8qZ84BE6j,https://api.spotify.com/v1/tracks/2eMGnjkOcyw0g8qZ84BE6j,https://api.spotify.com/v1/audio-analysis/2eMGnjkOcyw0g8qZ84BE6j,194575,4
324,Not The One,Prince Fox,0.656,0.66,5,-6.516,1,0.0312,0.0499,1.2e-06,0.152,0.594,116.043,audio_features,4I9q0Esg9W3BuZ5YmikClu,spotify:track:4I9q0Esg9W3BuZ5YmikClu,https://api.spotify.com/v1/tracks/4I9q0Esg9W3BuZ5YmikClu,https://api.spotify.com/v1/audio-analysis/4I9q0Esg9W3BuZ5YmikClu,225517,4
325,Time To Say Goodbye (feat. Maria Mathea),Justus,0.491,0.73,5,-5.298,1,0.0278,0.109,0.139,0.25,0.183,126.035,audio_features,6NJ2cKbAH7XGzYnhWXW1ue,spotify:track:6NJ2cKbAH7XGzYnhWXW1ue,https://api.spotify.com/v1/tracks/6NJ2cKbAH7XGzYnhWXW1ue,https://api.spotify.com/v1/audio-analysis/6NJ2cKbAH7XGzYnhWXW1ue,184442,4
326,Hurricanes,Ken Loi,0.494,0.683,11,-7.417,1,0.0447,0.0691,4.78e-05,0.202,0.381,165.039,audio_features,0fBkqSsrpoqkLj4kmF6lxa,spotify:track:0fBkqSsrpoqkLj4kmF6lxa,https://api.spotify.com/v1/tracks/0fBkqSsrpoqkLj4kmF6lxa,https://api.spotify.com/v1/audio-analysis/0fBkqSsrpoqkLj4kmF6lxa,189091,4
327,With You,ILLENIUM,0.676,0.697,7,-5.934,1,0.0412,0.0772,4.65e-05,0.326,0.118,89.95,audio_features,1BsCq2fxpa1llb73lDdgw5,spotify:track:1BsCq2fxpa1llb73lDdgw5,https://api.spotify.com/v1/tracks/1BsCq2fxpa1llb73lDdgw5,https://api.spotify.com/v1/audio-analysis/1BsCq2fxpa1llb73lDdgw5,186125,4
328,What’s Done Is Done,Seven Lions,0.394,0.745,8,-6.149,1,0.0451,0.422,0.000872,0.098,0.193,170.017,audio_features,00EFWaqXnHZ5smJNsHtnGV,spotify:track:00EFWaqXnHZ5smJNsHtnGV,https://api.spotify.com/v1/tracks/00EFWaqXnHZ5smJNsHtnGV,https://api.spotify.com/v1/audio-analysis/00EFWaqXnHZ5smJNsHtnGV,290824,4
329,Hard To Say Goodbye (feat. Chloe Angelides),Ekali,0.546,0.764,5,-4.641,1,0.053,0.0803,8.84e-06,0.0971,0.355,152.994,audio_features,0PjDVyVAkT8vfWD0pVmpPx,spotify:track:0PjDVyVAkT8vfWD0pVmpPx,https://api.spotify.com/v1/tracks/0PjDVyVAkT8vfWD0pVmpPx,https://api.spotify.com/v1/audio-analysis/0PjDVyVAkT8vfWD0pVmpPx,197100,4
330,Good Together,Shallou,0.522,0.6,8,-6.871,1,0.0447,0.0483,0.0,0.419,0.127,115.153,audio_features,0HNCtRy85eByDaQI2K92Xn,spotify:track:0HNCtRy85eByDaQI2K92Xn,https://api.spotify.com/v1/tracks/0HNCtRy85eByDaQI2K92Xn,https://api.spotify.com/v1/audio-analysis/0HNCtRy85eByDaQI2K92Xn,237133,4
331,Cold Summer - Sean Darin Remix,Myon,0.539,0.757,7,-5.461,0,0.0401,0.421,0.0,0.0908,0.398,145.955,audio_features,2evXDtD2q2faHAiESi9LyH,spotify:track:2evXDtD2q2faHAiESi9LyH,https://api.spotify.com/v1/tracks/2evXDtD2q2faHAiESi9LyH,https://api.spotify.com/v1/audio-analysis/2evXDtD2q2faHAiESi9LyH,177945,4
332,sad girls club but u gotta be cute - AmPm x FUNTYME Remix,twst,0.643,0.55,7,-7.996,1,0.168,0.353,1.53e-06,0.131,0.307,163.979,audio_features,03zNvGofB9wNSM8R7OwhE9,spotify:track:03zNvGofB9wNSM8R7OwhE9,https://api.spotify.com/v1/tracks/03zNvGofB9wNSM8R7OwhE9,https://api.spotify.com/v1/audio-analysis/03zNvGofB9wNSM8R7OwhE9,238716,4
333,Senseless (feat. Tyler Graves),Seven Lions,0.826,0.486,11,-10.963,0,0.0681,0.0152,0.0928,0.122,0.512,126.021,audio_features,4antEhWfaS40HDDzDw0BFf,spotify:track:4antEhWfaS40HDDzDw0BFf,https://api.spotify.com/v1/tracks/4antEhWfaS40HDDzDw0BFf,https://api.spotify.com/v1/audio-analysis/4antEhWfaS40HDDzDw0BFf,189529,4
334,4AM,Jubël,0.567,0.698,5,-6.281,1,0.0389,0.583,0.00607,0.111,0.425,108.108,audio_features,5Wg6cZxFJ1xkaWGNUUuIOc,spotify:track:5Wg6cZxFJ1xkaWGNUUuIOc,https://api.spotify.com/v1/tracks/5Wg6cZxFJ1xkaWGNUUuIOc,https://api.spotify.com/v1/audio-analysis/5Wg6cZxFJ1xkaWGNUUuIOc,194196,3
335,Half Way Home,PINES,0.61,0.663,1,-5.704,1,0.0355,0.0572,0.0103,0.116,0.125,120.05,audio_features,7pWtm7wDWIoT0TWoqySBy5,spotify:track:7pWtm7wDWIoT0TWoqySBy5,https://api.spotify.com/v1/tracks/7pWtm7wDWIoT0TWoqySBy5,https://api.spotify.com/v1/audio-analysis/7pWtm7wDWIoT0TWoqySBy5,177719,5
336,Issues (feat. Bianca Linta),Kastra,0.708,0.9,0,-3.255,1,0.0784,0.0207,5.94e-06,0.153,0.347,120.981,audio_features,495jk9oBPY234ZZtNXzQhj,spotify:track:495jk9oBPY234ZZtNXzQhj,https://api.spotify.com/v1/tracks/495jk9oBPY234ZZtNXzQhj,https://api.spotify.com/v1/audio-analysis/495jk9oBPY234ZZtNXzQhj,172521,4
337,Drown (feat. Au/Ra),Ekali,0.33,0.796,10,-4.987,0,0.0473,0.007,0.0,0.0609,0.237,78.968,audio_features,3wDhRYT95uMrYId5wkrDbA,spotify:track:3wDhRYT95uMrYId5wkrDbA,https://api.spotify.com/v1/tracks/3wDhRYT95uMrYId5wkrDbA,https://api.spotify.com/v1/audio-analysis/3wDhRYT95uMrYId5wkrDbA,181232,4
